,v1,v2
1726,ham,alrite hunny wot nite didnt end goin town jus da pub instead jus chillin da mo bedroom love jen xxx
1727,ham,went project centre
1728,ham,per request maangalyam alaipayuthe set callertune callers press copy friends callertune
1729,ham,lol yeah point guess
1730,ham,project w frens lor
1731,ham,lol well quality aint bad aint complaining
1732,ham,k happen tonight
1733,spam,hi mandy sullivan calling hotmix fm chosen receive easter prize draw please telephone claim prize transferred someone else
1734,ham,think going finns come
1735,ham,tired special
1736,ham,come tomorrow di
1737,ham,cant pick phone right pls send message
1738,ham,k go sleep well take rest
1739,ham,guys never invite anywhere
1740,spam,ur going bahamas callfreefone speak live operator claim either bahamas cruise cash opt txt x
1741,ham,want please inside outside bedroom
1742,ham,ey calm downon theacusations itxt cos iwana know wotu r doin thew end haventcn ages ring ur nething sat love j xxx
1743,ham,love wine dine lady
1744,spam,someone conacted dating service entered phone fancy find call landline pobox n tf
1745,ham,cool ta luv v tired cause doin loads planning wk got social services inspection nursery take care spk sn x
1746,ham,know account details ask mom send mom reach
1747,ham,think wrong number
1748,ham,feel always happy slowly becomes habit amp finally becomes part life follow happy morning amp happy day
1749,ham,b late love mum
1750,ham,got mail panren paru
1751,ham,thinking chuckin ur red green n black trainners save carryin bac train
1752,ham,give one miss number please
1753,ham,jus came back fr lunch wif sis leh
1754,ham,schedule next week town weekend
1755,ham,really good dhanush rocks
1756,ham,lmao ok wont needing hair anymore
1757,ham,miss ya need ya want ya love ya
1758,ham,sorry im free
1759,ham,ever get song stuck head reason wont go away til listen like times
1760,ham,nt yet chikku simple habba hw abt
1761,ham,got ur mail dileep thank muchand look forward lots support less contacts remember one venugopal mentioned tomorrow late shall try come till goodnight dear
1762,ham,sometimes heart remembrs someone much forgets someone soon bcoz heart like everyone liked ones remembered everytime bslvyl
1763,ham,joys father john john name joys father mandan
1764,spam,hi ibh customer loyalty offer new nokia mobile txtauction txt word start get
1765,ham,hi yijue regarding textbook intro algorithms second edition im selling
1766,spam,sms auction nokia get win free auction take part send nokia hg suite lands row w jhl
1767,ham,k want us come
1768,ham,little difficult simple way enter place
1769,ham,ha us e thing got tv watch thk go tonight already haf smth mind
1770,ham,dont show far put new pictures facebook
1771,ham,watching tv got new job
1772,ham,good afternoon sexy buns goes job search wake first thought always love wish fine happy know adore
1773,ham,im coming whatever want
1774,ham,ok chikku favourite song
1775,ham,see posted facebook
1776,spam,call freephone
1777,spam,buy space invaders chance win orig arcade game console press games arcade std wap charge see co uk games terms settings purchase
1778,ham,wonders world th th ur style th ur smile th ur personality rd ur nature nd ur sms st ur lovely friendship good morning dear
1779,spam,loan purpose homeowners tenants welcome previously refused still help call free text back help
1780,spam,big brother alert computer selected k cash voucher call ntt po box cro bt landline cost ppm mobiles vary
1781,ham,oh well c later
1782,ham,uncles atlanta wish guys great semester
1783,ham,dear free messages without recharge hi hi hi
1784,ham,dont search love let love find thats called falling love bcoz dont force fall know smeone hold bslvyl
1785,ham,dun believe thk told
1786,ham,know god created gap fingers one made comes amp fills gaps holding hand love
1787,ham,yes sura sun tv lol
1788,ham,arun transfr amt
1789,ham,takin shower yeah ill leave im done
1790,ham,working eyes philosophy text later bit free chat
1791,ham,lost ill always b intend hurt never knew felt iwas marine itried tell urmom careabout
1792,spam,win winner mr foley ipod exciting prizes soon keep eye ur mobile visit www win co uk
1793,ham,bad girl still remember
1794,ham,much gave morning
1795,ham,hope alright babe worry might felt bit desparate learned job fake waiting come back love
1796,ham,hey tell blakes address carlos wanted meet got lost hes answering phone
1797,ham,get opinion something first
1798,ham,one week leave put know time
1799,ham,hit move
1800,ham,excellent spent lt gt years air force iraq afghanistan stable honest like traveling
1801,ham,wanna watch movie
1802,ham,ok lor thanx school
1803,ham,im class get text
1804,ham,bus leaves lt gt
1805,ham,god bless get good sleep dear pray
1806,spam,todays voda numbers ending selected receive award match please call quoting claim code standard rates app
1807,ham,nice day today love dearly
1808,ham,aiyo bit pai seh noe scared dun rem die hee become better lookin oredi leh
1809,ham,aight ill ask roommates
1810,ham,whats house beer
1811,ham,wan meet n combine parts hows da rest da project going
1812,ham,getting tickets walsall tue th march mate getting sat ill pay treat want go txt bak terry
1813,ham,yes chatting
1814,ham,hi jess dont know work call im home eve xxx
1815,ham,sian aft meeting supervisor got work liao working
1816,ham,going write ccna exam week
1817,ham,well watch shrek b
1818,ham,much dirty fellow
1819,ham,dunno dats wat told ok lor
1820,ham,ill probably tomorrow even later tonight somethings going
1821,ham,couldnt say dying man feel sad go wanted know would probably gone late night
1822,ham,youre thinking lifting one
1823,ham,dun wan dun like already ah wat still eating
1824,ham,sent ur email id soon
1825,ham,wat makes people dearer de happiness dat feel meet de pain feel miss dem
1826,ham,dude whats teresa hope okay didnt hear people called received package since dec lt gt thot yould like know fantastic year best reading plus really really bam first aid usmle work done
1827,ham,hey gorgeous man work mobile number good one babe squishy mwahs
1828,ham,may call later pls
1829,spam,hottest pics straight phone see getting wet wanting xx text pics txt costs p textoperator g ga xxx
1830,ham,thats way stay oh
1831,ham,hello thanx taking call got job starts monday
1832,ham,time ur flight tmr
1833,ham,come
1834,ham,rather prominent bite mark right cheek
1835,ham,september
1836,ham,wet right
1837,ham,hows husband
1838,spam,hack chat get backdoor entry chat rooms fraction cost reply neo call subscribe p pm dps bcm box ldn wc n xx
1839,ham,norm tomorrow finish cos st tests need sort library stuff point tomo got letter today access til end march better get move
1840,ham,yeah got list joanna im feeling really anti social
1841,ham,office na
1842,ham,comingdown later
1843,ham,super da good replacement murali
1844,ham,da good good player unsold
1845,ham,hi want join sts later meeting five call class
1846,ham,engalnd telly decided wont let watch mia elliot kissing damn
1847,spam,free nokia motorola upto mths price linerental free x net mins txt mth free btooth call mobileupd call optout wv
1848,ham,dont want hear philosophy say happen
1849,ham,got job wipro get every thing life years
1850,ham,cant get da laptop matric card wif lei
1851,ham,dunno da next show aft toa payoh got
1852,spam,nd time tried contact pound prize claim easy call p per min bt national rate
1853,ham,made payments dont much sorry would want fedex way
1854,ham,didt play one day last year know even though good team like india
1855,ham,k girl waiting reception ah
1856,ham,say slowly god love amp need clean heart blood send ten special people amp c miracle tomorrow pls pls
1857,ham,hate turns fun shopping trip annoying day everything would look house
1858,ham,sir waiting call
1859,ham,whats want come online
1860,ham,could work well reach consensus next meeting
1861,ham,aiyah wait lor entertain hee
1862,ham,last thing ever wanted hurt didnt think would youd laugh embarassed delete tag keep going far knew wasnt even fact even felt like would hurt shows really dont know messy wednesday wasnt bad problem time clean choose skype take pictures sleep want go dont mind things dont make bed throw laundry top cant friend house im embarassed theres underwear bras strewn bed pillows floor thats something else used good least making bed
1863,ham,ill let know kicks
1864,ham,call ok said call
1865,ham,call number available appointment ask connect call waheed fathima
1866,ham,go buy wif meet later
1867,ham,mmmm fuck fair know weaknesses grins pushes knees exposes belly pulls head dont forget know wicked smile
1868,ham,today system sh get ready well also deep well
1869,ham,mom wants know
1870,ham,aight ill text im back
1871,ham,dont know supports ass srt thnk think ps play usb
1872,ham,oh ok didnt know meant yep baby jontin
1873,spam,guaranteed cash prize claim yr prize call customer service representative
1874,spam,would like see xxx pics hot nearly banned uk
1875,spam,hmv bonus special pounds genuine hmv vouchers answer easy questions play send hmv info www percent real com
1876,ham,watching tv got new job
1877,ham,pen thing beyond joke wont biro dont masters cant ever
1878,ham,party alex nichols
1879,spam,secret admirer looking make contact find r reveal thinks ur special call
1880,ham,seeing missed call dear brother gr day
1881,ham,ok finishing soon
1882,ham,sorry cant help
1883,ham,come slave going shell unconsciously avoiding making unhappy
1884,ham,love ass enjoy doggy style
1885,ham,think asking gym excuse lazy people jog
1886,spam,dear xxxxxxx uve invited xchat final attempt contact txt chat p msgrcvdhg suite lands row w j hl ldn yrs
1887,spam,urgent please call landline abta complimentary tenerife holiday cash await collection sae cs box cw wx ppm
1888,ham,way home long dry spell season would
1889,ham,gotta collect da car lei
1890,ham,ok knackered came home went sleep good full time work lark
1891,ham,probably earlier stations think
1892,spam,call listen extreme dirty live chat going office right total privacy one knows sic listening p min mp
1893,ham,good morning plz call sir
1894,spam,freemsg hey got video pic fones reply wild txt ill send pics hurry im bored work xxx p rcvd stop stop
1895,ham,uh heads dont much left
1896,ham,tot outside cos darren say come shopping course nice wat jus went sim lim look mp player
1897,ham,aight sounds good want come
1898,ham,wat would like ur birthday
1899,ham,love working home
1900,ham,miss vday parachute double coins must know well
1901,ham,sorry ill call later
1902,ham,sister got placed birla soft da
1903,spam,free entry weekly comp chance win ipod txt pod get entry std txt rate cs apply details
1904,ham,wah okie okie muz make use e unlimited haha
1905,ham,therere people mu im table lambda
1906,ham,stop old man get build snowman snow angels snowball fights
